Date;VTSIM;SPYSIM;VXUSSIM;GLDSIM;CASHX;SHYSIM;IEFSIM;TLTSIM;ZROZSIM;KMLMSIM;DBMFSIM
23/11/1994;150654.67;129231.68;173919;30375.05;387765.52;47628.27;53380.9;54932.23;57367.64;;
25/11/1994;151688.77;129856.76;175172.41;30386.89;387846.92;47632.99;53430.81;55067.74;57683.75;;
28/11/1994;151272.08;130437.29;174001.34;30319.78;387929.88;47509.47;53178.26;54789.23;56958.53;;
29/11/1994;150744.2;130393.23;172892.38;30256.61;388015.01;47446.37;52960.79;54454.91;56097.38;;
30/11/1994;151789.04;130215.22;174914;30248.72;388100.62;47494.15;53110.65;54823.47;56994.12;;
01/12/1994;151031.43;128921.65;174491.02;30011.84;388186.09;47490.77;53093.58;54664.26;56570.37;;
02/12/1994;152178.2;130127.09;175860.89;29924.99;388272.82;47487.44;53479.17;55272.68;58074.04;;
05/12/1994;152569.82;130261.24;176475.71;29735.49;388361.57;47382.2;53428.03;55170.59;57791.46;;
06/12/1994;153914.21;130351.12;179051.94;29668.38;388450.49;47515.12;53782.51;55787.71;59328.55;;
07/12/1994;153211.36;129414.54;178306.11;29767.07;388537.74;47494.8;53527.83;55443.32;58429.95;;
08/12/1994;151096.46;128165.51;175885.12;29703.91;388625.16;47483.09;53611.67;55580.46;58751.94;;
09/12/1994;150805.36;128656.66;175187.02;29727.6;388712.44;47479.95;53627.92;55718.06;59075.72;;
12/12/1994;151211.22;129505.11;175570.91;29778.92;388800.68;47417.43;53441.7;55374.6;58181.17;;
13/12/1994;151576.52;129996.55;176054.27;29932.89;388889.85;47355.25;53525.43;55752.3;59112.02;;
14/12/1994;151914.24;130666.51;175627.21;30043.43;388977.51;47471.14;53643.08;55769.36;59130.1;;
15/12/1994;152192.13;131068.56;175783.69;29940.78;389063.02;47527.65;53693.21;55786.42;59148.2;;
16/12/1994;152865.95;131703.49;176393.38;30031.58;389148.86;47499.07;53641.81;55803.49;59166.29;;
19/12/1994;152699.6;131883.9;176349.46;29940.78;389234.72;47513.09;53658.12;55941.78;59492.36;;
20/12/1994;152608.02;131479.35;176270.02;30153.97;389319.36;47552.64;53674.43;55898.17;59356.28;;
21/12/1994;154986.7;132874.33;179922.51;30165.81;389402.94;47549.6;53724.6;55975.95;59528.7;;
22/12/1994;153978.19;132470.06;178027.58;30126.33;389487.31;47461.67;53605.62;55811.19;59085.11;;
23/12/1994;153030.46;132605.58;176164.99;30126.33;389572.79;47441.99;53588.21;55949.45;59410.73;;
27/12/1994;154149.99;133325.79;177652.75;30126.33;389658.28;47515.64;53909.53;56517.26;60833.79;;
28/12/1994;152786.71;132651.48;175818.15;30142.12;389743.63;47495.86;53789.97;56105.1;59756.2;;
29/12/1994;152924.35;132741.8;175893.86;30260.56;389828.85;47527.09;53738.52;56000.49;59464.96;;
30/12/1994;152992.33;131168.15;176098;30260.56;389914.39;47541.31;53687.19;55775.37;58869;;
03/01/1995;153160.77;131798.25;176565.1;30075.01;389999.96;47521.57;53568.51;55551.88;58279.33;;
04/01/1995;152690.36;132428.64;175388.64;29656.53;390088.02;47629.36;53787.77;56052.13;59519.78;;
05/01/1995;153166.97;132429.13;176233.76;29632.85;390176.56;47609.42;53601.26;55706.18;58618.39;;
06/01/1995;152838.64;132564.36;175480.76;29624.95;390265.43;47640.64;53651.45;55965.05;59248.03;;
09/01/1995;152974.37;132699.88;175637.17;29403.87;390354.48;47620.74;53600.39;55800.69;58806.74;;
10/01/1995;153875.97;132835.39;177069.34;29538.1;390443.4;47677.55;53785.85;55999.41;59284.41;;
11/01/1995;153280.27;132925.72;176008.38;29656.53;390530.63;47734.37;53972.01;56138.18;59611.13;;
12/01/1995;152042.56;132971.42;173808.42;30043.43;390617.72;47765.53;53954.36;55973.01;59166.99;;
13/01/1995;152875.85;134546.12;174449.85;29893.41;390704.06;47925.28;54346.53;56478.67;60426.8;;
16/01/1995;154047.4;135356.48;175773.23;29810.5;390790.42;47939.05;54362.79;56495.82;60445.14;;
17/01/1995;153850.4;135401.9;175175.41;29988.16;390877.57;47909.84;54344.74;56636.24;60778.29;;
18/01/1995;153254.81;135267.38;174206.44;30209.24;390966.14;47889.36;54326.71;56653.39;60796.69;;
19/01/1995;152012.1;134503.23;172591.94;30153.97;391054.73;47894.71;54240.24;56424.26;60186.81;;
20/01/1995;150887.44;134008.83;171021.41;30307.94;391143.96;47900.08;53983.67;55953.85;58968.27;;
23/01/1995;150748.98;134414.42;170777.4;30189.5;391233.36;47914.05;53966.1;55910.57;58833.61;;
24/01/1995;150943.79;134594.86;170955.93;30106.59;391323.56;47867.99;53880.7;55807.08;58547.28;;
25/01/1995;150595.18;134955.24;170178.71;30118.44;391413.16;47942.12;54101.2;56126.97;59329.8;;
26/01/1995;149552.64;135090.48;168185.48;30110.54;391502.78;48050.73;54254.23;56327.11;59811.76;;
27/01/1995;150974.17;135630.81;170347.58;29877.62;391592.27;48150.87;54614.21;56961.28;61403.71;;
30/01/1995;150540.84;135046.59;169993.08;29680.22;391681.31;48216.47;54665.01;56916.25;61262.9;;
31/01/1995;150244.34;135586.92;169146;29601.26;391771.92;48204.01;54854.38;57245.66;62082.58;;
01/02/1995;149605.69;135542.51;167865.18;29707.86;391863.65;48157.02;54662.9;57012.76;61459.21;;
02/02/1995;150064.88;136352.62;168185.23;29680.22;391954.62;48110.26;54610.17;56967.69;61318.28;;
03/02/1995;151011.14;138287.61;168715.16;29660.48;392044.83;48349.32;55287.02;57930.8;63775.26;;
06/02/1995;151166.28;138872.88;168428.68;29569.68;392135.06;48327.93;55163.16;57756.7;63298.39;;
07/02/1995;152147.83;139053.34;170131.99;29569.68;392225.47;48332.72;55214.28;57710.32;63152.79;;
08/02/1995;152507.78;139053.86;170599.15;29577.58;392315.28;48354.92;55195.46;57664.04;63007.57;;
09/02/1995;151198.94;139054.39;168395.88;29735.49;392405.26;48324.93;55037.17;57744.7;63190.42;;
10/02/1995;151872.18;139234.86;169327.63;29719.7;392495.73;48251.72;54914.31;57571.73;62718.21;;
13/02/1995;151850.99;139280.58;169210.85;29569.68;392586.07;48274.14;54965.33;57652.23;62900.23;;
14/02/1995;152222.82;139461.05;169777.69;29688.12;392676.27;48383.39;55330.67;58051.67;63908.27;;
15/02/1995;152275.53;140226.29;169391.15;29735.49;392766.18;48475.37;55557.71;58261.57;64428;;
16/02/1995;152754.17;140046.86;170222.32;29747.34;392854.86;48576.21;55750.4;58343.23;64614.89;;
17/02/1995;151809.27;139507.53;169133.69;29865.77;392943.72;48545.68;55660.37;58231.51;64298.49;;
21/02/1995;153029.38;139463.15;171258.11;29897.35;393033.23;48541.52;55641.14;58120.22;63983.75;;
22/02/1995;151994.36;140498.18;169042.59;29940.78;393121.97;48703.92;56011.74;58589.27;65178.98;;
23/02/1995;152407.34;140723.86;169283.92;29964.47;393211.21;48717;56027.73;58476.74;64859.64;;
24/02/1995;152806.73;141084.3;169819.22;29826.29;393300.46;48756.5;56079.34;58623.69;65217.26;;
27/02/1995;152456.78;139959.89;169924.68;29656.53;393389.73;48857.76;56417.44;58967.39;66091.03;;
28/02/1995;152356.1;141130.27;169027;29719.7;393479.65;48870.63;56505.24;59181.93;66628.78;;
01/03/1995;153295.32;140231.02;170896.63;29664.43;393569.59;48865.83;56485.11;59265.15;66821.93;;
02/03/1995;153844.04;140411.5;172015.64;29589.42;393659.39;48816.93;56249.81;58953.16;65976.62;;
03/03/1995;154512.62;140456.95;173024.9;29786.81;393748.74;48821.15;56051.58;58579.07;64973.24;;
06/03/1995;154379.1;140547.6;172871.37;29913.15;393838.43;48772.52;55889.88;58402.14;64487.06;;
07/03/1995;152791.56;139468.38;170734.6;30161.86;393928.76;48750.5;55799.66;58097.97;63672.72;;
08/03/1995;153269.66;139828.82;171410.13;30003.95;394018.96;48825.38;56099.99;58631.04;65030.87;;
09/03/1995;154273.06;139784.13;173090.13;30075.01;394108.55;48926.81;56330.48;58843.66;65559.84;;
10/03/1995;154867.78;141854.35;173067.32;30114.49;394198.79;48939.77;56598.07;59320.99;66785.2;;
13/03/1995;154936.16;141719.84;173023.86;30438.22;394288.89;49014.76;56758.45;59404.42;66978.8;;
14/03/1995;154847.51;142755.22;172297.4;30375.05;394378.86;49089.78;57137.7;60090.55;68767.08;;
15/03/1995;154000.59;142485.67;170976.33;30489.54;394468.69;49084.74;57153.44;60040.27;68607.63;;
16/03/1995;155775.44;143341.1;173513.5;30296.09;394558.54;49124.2;57315.46;60260.23;69166.16;;
17/03/1995;155762.05;143484.23;173570.62;30213.19;394648.41;49128.03;57075.4;60007.18;68468.11;;
20/03/1995;155933.4;143484.77;173789.35;30177.65;394738.15;49140.78;57091.18;59822.9;67954.31;;
21/03/1995;156536.06;143123.43;175009.59;30232.93;394828.06;49135.73;56961.4;59639.65;67444.61;;
22/03/1995;156748.35;143259.45;175382.98;30181.6;394917.84;49112.94;56795.91;59457.42;66938.95;;
23/03/1995;157638.57;143350.6;176869.48;30276.35;395007.32;49125.8;56811.83;59408.4;66784.21;;
24/03/1995;159870.44;145386.66;179814;30169.76;395096.2;49236.64;57264.47;60026.56;68388.53;;
27/03/1995;159824.25;145975.19;179225.84;30177.65;395184.94;49267.18;57426.83;60381.91;69305.7;;
28/03/1995;160527.31;145975.74;180302.01;30138.18;395274.48;49181.7;57040.49;59859.38;67894.76;;
29/03/1995;159818.8;145931.12;179129.31;30240.82;395363.26;49194.54;57056.36;59943.69;68091.52;;
30/03/1995;160491.94;145660.4;180403.95;30272.4;395452.69;49180.67;56999.48;59760.03;67580.78;;
31/03/1995;159811.8;145072.66;179449;30951.44;395542.14;49157.98;56942.73;59710.54;67424.43;;
03/04/1995;159626.19;145435.09;178950.36;30975.13;395631.61;49215.45;57177.04;60062.88;68328.33;;
04/04/1995;160593.69;146385.82;180160.36;30927.75;395721.56;49264;57265.95;60147.53;68526.33;;
05/04/1995;161545.03;146386.37;181679.04;30955.39;395811.07;49285.75;57281.79;60164.79;68545.99;;
06/04/1995;161360.61;146929.76;181350.31;31061.98;395900.13;49334.29;57407.51;60317.29;68924.05;;
07/04/1995;162165.73;146794.52;182697.05;31038.29;395989.37;49355.98;57350.02;60131.81;68406.76;;
10/04/1995;161780.63;147066.36;181838.39;30738.26;396078.15;49359.76;57329.24;60149.08;68426.41;;
11/04/1995;161257.42;146569.52;180991.43;30793.53;396167.11;49381.46;57455.07;60301.49;68803.8;;
12/04/1995;161884.59;147067.46;181766.87;30797.47;396255.78;49430.03;57581.16;60386.53;69003.15;;
13/04/1995;163348.24;147882.43;183946.25;30730.36;396343.52;49532.49;57707.53;60539.74;69383.74;;
17/04/1995;162472;147023.4;182981.46;30730.36;396431.91;49571.99;57686.38;60217.97;68504.81;;
18/04/1995;161860.29;146526.26;182145.66;31018.56;396520.16;49620.49;57702.16;60167.81;68346.15;;
19/04/1995;162014.48;146391.31;182763.65;31231.74;396608.59;49569.79;57644.18;60387.95;68902.45;;
20/04/1995;161614.28;146617.97;181873.4;31054.09;396696.73;49654.41;57807.66;60541.12;69282.48;;
21/04/1995;162080.46;147342.34;182104.04;30821.16;396785.2;49657.76;57860.42;60626.55;69483.2;;
24/04/1995;164621.45;149061.82;185867.91;30844.85;396873.69;49652.1;57876.17;60780.54;69866.45;;
25/04/1995;164508.88;148655.31;185752.21;30773.79;396962.98;49646.49;57891.93;60729.4;69704.32;;
26/04/1995;164419.45;148791.65;185416.96;30706.67;397052.3;49640.92;57907.69;60815.16;69906.24;;
27/04/1995;165468.76;149154.12;187124.92;30505.33;397141.95;49608.37;57812.4;60763.99;69744.02;;
28/04/1995;165027.25;149380.81;186067;30773.79;397231.62;49575.97;57717.4;60712.93;69582.21;;
01/05/1995;164610.5;148974.28;185405.46;30572.44;397321.63;49570.68;57659.51;60661.99;69420.83;;
02/05/1995;163815.25;149291.59;183804.81;30679.04;397411.66;49646.4;57860.02;60816.02;69803.73;;
03/05/1995;165367.23;151373.04;185545.83;30690.88;397500.92;49731.19;58172.94;61385.25;71296.08;;
04/05/1995;166286.15;151283.28;187274.47;30801.42;397589.25;49852.3;58600.53;62103.87;73202.63;;
05/05/1995;166379.07;151102.88;187614.82;30872.48;397677.13;50037.46;59222.14;63052.23;75753.64;;
08/05/1995;166469.37;152189.22;186989.47;30872.48;397765.19;50031.13;59199.38;63069.42;75774.29;;
09/05/1995;165028.37;152053.99;184319.67;30643.51;397854.06;50134.53;59559.14;63670.93;77398.04;;
10/05/1995;164721.68;152235.52;183516.08;30256.61;397943.1;50118.85;59382.72;63467.91;76813.5;;
11/05/1995;164340.2;152643.19;182666.9;30292.14;398032.48;50048.42;59321.59;63338.92;76433.31;;
12/05/1995;164927.86;152734.39;183456.13;30367.15;398122.35;50060.43;59375.19;63283.21;76254.32;;
15/05/1995;165113.8;153458.83;183277.47;30300.04;398212.4;50109;59582.24;63666.38;77279.41;;
16/05/1995;164923.19;153549.74;182769.83;30307.94;398302.32;50166.72;59790.08;64276.24;78936.28;;
17/05/1995;164676.55;152962.24;182500.41;30232.93;398392.09;50178.58;59959.97;64368.1;79164.39;;
18/05/1995;163115.14;150746.05;181162.85;30240.82;398482.05;50126.35;59666.27;64012.91;78155.48;;
19/05/1995;162984.54;150836.95;181014.91;30240.82;398572.02;50129.2;59681.57;64030.08;78176.44;;
22/05/1995;164196.42;152511.4;182320.5;30126.33;398662.33;50141.22;59619.92;63973.15;77992.98;;
23/05/1995;165892.94;153914.56;184403.12;30161.86;398752.98;50189.85;59866.53;64362.33;79041.96;;
24/05/1995;165899.97;153824.79;184415.03;30248.72;398843.02;50330.33;60387.02;65133.93;81161.99;;
25/05/1995;165593.2;153960.88;183867.84;30461.9;398932.6;50360.45;60597.94;65456.79;82039.2;;
26/05/1995;163764.57;152197.21;181463.12;30438.22;399022.2;50390.55;60573.7;65320.68;81631.41;;
30/05/1995;163960.76;152152.32;182065.48;30457.95;399111.66;50476.05;60982.77;65954.13;83384.2;;
31/05/1995;166116.34;155320.05;184199;30343.47;399200.83;50487.55;60997.66;65971.2;83405.78;;
01/06/1995;166889.73;154913.52;185404.88;30280.3;399287.96;50665.98;61410.13;66456.76;84751.53;;
02/06/1995;165854.29;155049.61;183556.94;30331.62;399373.84;50835.76;61825.92;67186.51;86801.01;;
05/06/1995;166720.26;156000.52;184417.1;30260.56;399461.16;50846.63;61921.15;67283.44;87051.39;;
06/06/1995;167302.18;155729.5;185450.98;30335.57;399548.66;50829.43;61935.72;67300.42;87073.36;;
07/06/1995;167312.44;154915.84;185810.15;30469.8;399636.97;50681.71;61468.25;67157.57;86638.84;;
08/06/1995;167424.54;154554.47;186095.73;30402.68;399725.62;50618.59;61403.11;66856.58;85754.98;;
09/06/1995;166608.16;153650.16;185410.7;30509.28;399814.45;50454.05;60704.67;65701.42;82465.69;;
12/06/1995;166512.57;154510.16;184719.61;30596.13;399902.66;50511.96;60837.89;65795.72;82703.81;;
13/06/1995;167098.22;156185.01;184734.05;30556.65;399988.99;50830.15;61768.98;66987.9;86047.28;;
14/06/1995;166111.47;156049.79;182805.7;30615.87;400075.34;50803.83;61743.46;66925.56;85843.41;;
15/06/1995;165779.05;156729.12;181962.58;30675.09;400162.34;50758.98;61637.7;66626.5;84968.13;;
16/06/1995;166579.85;157192.76;182876.18;30896.17;400249.52;50732.96;61532.26;66564.89;84767.09;;
19/06/1995;167564.04;158968.32;183610.81;30833;400336.24;50856.2;61868.32;67056.43;86135.28;;
20/06/1995;167800.82;158559.4;183945.18;30852.74;400423.3;50801.91;61762.24;66994.03;85931.2;;
21/06/1995;166920.92;158468.83;182556.15;30848.8;400509.58;50850.48;61897.76;67170.21;86405.8;;
22/06/1995;167651.02;160563.07;182505.02;30765.89;400594.92;50927.12;62276.76;67748.99;88032.19;;
23/06/1995;167596.68;160245.02;182657.27;30730.36;400680.45;50910.06;62210.1;67524.31;87362.77;;
26/06/1995;165160.81;158334;179530.83;30714.57;400766.15;50855.69;62022.19;67300.93;86698.74;;
27/06/1995;163458.74;158016.24;176952.86;30746.15;400852.35;50876.26;61875.43;67158.4;86266.32;;
28/06/1995;164368.65;158835.89;178135.74;30655.35;400938.24;50915.51;62092.09;67495.35;87199.78;;
29/06/1995;165180.72;158563.57;179476.81;30580.34;401025.75;50721.43;61383.58;66481.11;84294.58;;
30/06/1995;166306.37;158472.99;181207;30560.6;401112.32;50826.05;61678.52;66655.37;84760.07;;
03/07/1995;166614.72;159065.17;181332.76;30359.26;401199.23;50837.42;61693.35;66672.51;84781.87;;
05/07/1995;167406.97;159657.64;182561.9;30339.52;401286.95;50858.13;61788.53;66847.43;85250.08;;
06/07/1995;169240.85;161706.22;184543.42;30331.62;401372.46;51075.45;62369.72;67662.45;87541.33;;
07/07/1995;170124.45;162435.03;185349.11;30457.95;401458.15;51105.23;62425.04;67599.05;87333.64;;
10/07/1995;170285.31;162526.52;185381.09;30461.9;401543.54;51097.34;62439.64;67696.64;87585.56;;
11/07/1995;169515.3;161753.49;184355.69;30379;401629.43;51080.11;62250.86;67232.82;86237.6;;
12/07/1995;171497.04;163756.67;186598.24;30532.96;401715.17;51091.13;62224.95;67409.71;86713.89;;
13/07/1995;170982.85;163393.18;185605.51;30730.36;401801.09;51083.37;62280.23;67426.83;86735.91;;
14/07/1995;172102.98;163257.18;187746.31;30667.19;401887.67;51009.97;62051.8;67045.43;85626.18;;
17/07/1995;173401.91;164168.06;189540.52;30667.19;401974.59;50955.67;61784.42;66510.62;84088.86;;
18/07/1995;171590.92;162757.97;187173.32;30761.94;402061.36;50967.03;61678.85;66060.19;82797.2;;
19/07/1995;170239.31;160983.46;186723.86;30829.06;402147.68;50866.34;60977.24;64854.84;79418.35;;
20/07/1995;171249.66;161575.68;187837.52;30544.81;402234.33;50859.29;60992.43;65023.11;79856.73;;
21/07/1995;170263.86;161394.23;185991.31;30473.75;402321.16;50833.67;60613.99;64365.39;78018.09;;
24/07/1995;170823.01;162578.35;186217.31;30529.02;402408.01;50826.77;60904.61;64831.73;79274.43;;
25/07/1995;171967.62;163807.64;187314.35;30532.96;402495.04;50866.42;61038.36;65303.12;80551.52;;
26/07/1995;174341.31;163671.93;191186.44;30477.69;402582.25;50850.18;60856.19;64866.3;79316.72;;
27/07/1995;175470.35;165037.85;192425.74;30454.01;402668.68;50917.81;61068.91;65337.97;80594.49;;
28/07/1995;174566.66;163991.54;191155.4;30240.82;402755.28;50920.12;60847.24;64825.64;79151.54;;
31/07/1995;175091.28;163582.6;192178;30268.46;402841.91;50969.11;61020.39;65220.79;80216.18;;
01/08/1995;173278.1;163310.26;189451.47;30228.98;402928.87;50924.7;60838.38;64785.12;78986.82;;
02/08/1995;172294.55;162946.75;187867.76;30213.19;403015.53;51011.08;61090.58;65255.7;80259.1;;
03/08/1995;173686.15;162901.62;190516.05;30319.78;403102.21;50947.92;60750.88;64744.69;78822.5;;
04/08/1995;174511.86;163084.3;191820.95;30319.78;403188.75;50987.62;60884.31;64987.81;79465.33;;
07/08/1995;174830.84;163449.04;192042.9;30327.67;403275.15;51008.62;60978.54;65080.74;79695.01;;
08/08/1995;175047.48;163449.65;192343.78;30359.26;403361.25;51020.26;61033.36;65098.15;79716.33;;
09/08/1995;174449.41;163404.82;191268.3;30351.36;403447.52;51003.87;61048.67;64814.09;78907.02;;
10/08/1995;172323.37;163041.3;187715.58;30323.73;403533.97;50996.89;60906.09;65057.49;79550.54;;
11/08/1995;170782.03;162131.58;185396.43;30284.25;403620.77;50915.4;60607.18;64474.9;77923.14;;
14/08/1995;171695.81;163588.73;186082.13;30280.3;403707.74;50927.32;60622.67;64641.61;78353.21;;
15/08/1995;172138.46;163270.65;187037.31;30505.33;403795.05;50883.43;60716.57;64959.26;79199.17;;
16/08/1995;172095.08;163726.58;186359.94;30161.86;403882.05;50932.66;60849.94;65203.36;79845.11;;
17/08/1995;170776.92;163453.94;184019.24;30347.41;403969.24;50898.12;60747.44;65145.09;79657.63;;
18/08/1995;171572.39;163636.63;185256.29;30359.26;404056.45;50900.88;60762.92;65086.95;79470.63;;
21/08/1995;171658.08;163182.2;185661.06;30375.05;404143.83;50959.47;60896.38;65407.7;80328.9;;
22/08/1995;171775.85;163501.52;185614.47;30323.73;404231.4;50952.84;60793.81;65273.18;79930.6;;
23/08/1995;170534.38;162910.17;183750.68;30221.08;404318.5;50955.56;60691.55;65063.65;79326.49;;
24/08/1995;170940.07;163092.86;184468.04;30319.78;404404.5;51070.16;61100.83;65689.37;81027.62;;
25/08/1995;172351.41;164003.84;186546.31;30248.72;404490.19;51175.57;61593.22;66636.26;83638.95;;
28/08/1995;171021.46;163412.79;184521.26;30248.72;404575.42;51234.16;61768.56;66810.58;84100.76;;
29/08/1995;171350.28;163823;185019.14;30240.82;404661.16;51170.69;61703.59;66670.95;83682.5;;
30/08/1995;171446.4;164187.76;184763.53;30134.23;404746.26;51229.31;61839.09;66845.37;84144.56;;
31/08/1995;171886.29;164325.01;185119;30189.5;404831.23;51269.14;62055.46;67258;85277.85;;
01/09/1995;173282.47;165053.94;187255.04;30122.38;404916.21;51346.59;62313.19;67594.27;86200.16;;
05/09/1995;174050.45;166602.37;187423.32;29956.57;405001.53;51367.49;62490.68;67932.96;87132.65;;
06/09/1995;173920.15;166921.41;186766.92;30007.9;405087.03;51388.37;62546.34;67950.27;87154.84;;
07/09/1995;173172.35;167013.22;185358.13;30118.44;405172.87;51362.1;62398.59;67726.19;86492.98;;
08/09/1995;173718.41;167650.99;185734.8;30193.45;405259.05;51326.54;62291.91;67743.53;86515.12;;
11/09/1995;174432.7;168106.96;186659.5;30169.76;405345.09;51356.97;62306.97;67760.87;86537.26;;
12/09/1995;176549.61;168881.37;189977.97;30248.72;405430.5;51425.1;62647.37;68507.03;88630.08;;
13/09/1995;178167.93;169655.78;192426.46;30390.84;405515.93;51408.27;62580.75;68442.72;88419.81;;
14/09/1995;179278.86;171204.27;193632.94;30406.63;405600.9;51533.16;63005.01;69034.59;90084.47;;
15/09/1995;178595.03;171158.77;192584.18;30398.74;405686.2;51516.07;62896.66;68886.88;89634.44;;
18/09/1995;177592.05;170518.56;190967.52;30430.32;405771.36;51470.71;62666.05;68412.76;88254.28;;
19/09/1995;176881.15;171343.11;189275.8;30386.89;405855.09;51501.08;62803.64;68757.16;89209.41;;
20/09/1995;177476.11;172167.37;189821.78;30359.26;405938.52;51531.44;62982.58;69021.44;89938.32;;
21/09/1995;175527.67;170749.23;187047.38;30272.4;406022.93;51448.36;62547.63;68220.53;87627.65;;
22/09/1995;176153.14;170795.86;188568.79;30280.3;406106.55;51441.09;62400.09;67995.29;86962.1;;
25/09/1995;176243.65;170521.76;188982.82;30221.08;406190.99;51415.02;62374.62;68093.4;87213.04;;
26/09/1995;175381.34;170476.7;187535.65;30303.99;406276.26;51436.16;62308.68;68110.78;87235.29;;
27/09/1995;175191.64;170339.97;187623.98;30300.04;406361.06;51410.17;62242.9;67886.24;86572.92;;
28/09/1995;176736.1;171622.05;189169.57;30280.3;406446.21;51421.94;62339.05;68064.82;87051.03;;
29/09/1995;176300.36;171302.26;188566;30319.78;406530.72;51518.58;62802.06;68897.31;89391.06;;
02/10/1995;175440.1;170433.57;187721.28;30260.56;406615.58;51539.64;62898.96;68997.01;89648.88;;
03/10/1995;175223.86;170617.27;187507.46;30177.65;406701.9;51570.15;62995.98;69179.57;90144.1;;
04/10/1995;174839.24;170434.85;187337.06;30201.34;406787.6;51629.05;63052.02;69362.79;90642.07;;
05/10/1995;174041.21;170938.7;185571.59;30260.56;406872.83;51668.97;63314.26;69463.3;90903.42;;
06/10/1995;174083.89;171076.71;185561.49;30244.77;406958.57;51670.9;63329.11;69480.61;90926.07;;
09/10/1995;172092.96;169658.5;183222.75;30359.26;407044.32;51682.35;63343.96;69497.93;90948.73;;
10/10/1995;172027.82;169567.75;183446.31;30406.63;407129.76;51684.3;63317.48;69515.25;90971.4;;
11/10/1995;173238.08;170117.59;184825.48;30359.26;407215.55;51686.28;63249.77;69449.27;90755.1;;
12/10/1995;175317.7;171170.96;187663.56;30355.31;407301.2;51726.24;63347.29;69717.03;91496.8;;
13/10/1995;175646.36;171720.82;187817.32;30303.99;407386.7;51785.21;63777.4;70664.86;94207.58;;
16/10/1995;174305.77;170897.49;185686.64;30307.94;407472.7;51796.55;63792.13;70511.45;93735.7;;
17/10/1995;173806.07;172042.26;184029.45;30272.4;407557.92;51826.94;63806.86;70699.42;94253.64;;
18/10/1995;173704.51;172546.43;183596.68;30292.14;407642.82;51819.2;63738.21;70545.93;93781.54;;
19/10/1995;175941.03;173371.05;187119.61;30142.12;407727.75;51830.55;63794.67;70648.51;94051.78;;
20/10/1995;174808.25;172318.95;185791.31;30142.12;407813.02;51794.31;63559.76;70325.37;93089.44;;
23/10/1995;174082.09;171953.44;185014.12;30205.29;407898.3;51767.73;63450.23;70088.95;92380.2;;
24/10/1995;173994;172137.16;184686.19;30201.34;407982.79;51855.36;63672.68;70530.06;93626.93;;
25/10/1995;172518.77;170718.9;183091.65;30213.19;408067.47;51904.88;63770.8;70632.61;93896.74;;
26/10/1995;170734.44;169163.54;181119.34;30232.93;408151.99;51944.83;63536.1;70140.61;92448.33;;
27/10/1995;171664.73;170445.71;182257.38;30209.24;408237.03;51927.43;63592.51;70411.96;93204.06;;
30/10/1995;172957.47;171544.82;183697.56;30173.71;408322.56;51957.84;63648.95;70429.28;93226.99;;
31/10/1995;172724.8;170813.15;183626;30213.19;408408.76;51978.68;63705.42;70531.64;93495.68;;
01/11/1995;173501.09;172186.74;184405.2;30157.92;408494.98;52076.1;63928.86;70976.63;94757.79;;
02/11/1995;175805.93;173285.87;187217.37;30165.81;408581.06;52144.8;64195.16;71339.02;95784.68;;
03/11/1995;175794.49;173515.29;186850.19;30205.29;408667.15;52126.96;64125.86;71097.15;95053.81;;
06/11/1995;174375.55;172921;184580.02;30177.65;408753.75;52118.8;64056.71;71028.37;94826.89;;
07/11/1995;173734.21;172281.01;184038.75;30382.95;408840.85;52101.1;63945.89;70873.94;94351.82;;
08/11/1995;174980.95;173837.71;185311.51;30382.95;408927.81;52179.46;64254.32;71408.53;95877.96;;
09/11/1995;175602.86;174479.31;185987.7;30398.74;409015.28;52171.25;64059.08;71080.24;94896.15;;
10/11/1995;175009.3;174388.27;185017.35;30746.15;409103.25;52153.48;63948.3;70754.45;93924.92;;
13/11/1995;175327.43;174205.84;185752.53;30659.3;409191.24;52193.42;64046.85;71201.2;95192.9;;
14/11/1995;174727.54;173062.28;185458.02;30465.85;409278.6;52223.72;64103.58;71046.24;94715.92;;
15/11/1995;175993.76;174802.1;187024.56;30422.42;409366.14;52177.04;63992.71;71063.57;94739.04;;
16/11/1995;177214.73;175764.19;188424.18;30414.53;409453.21;52255.51;64301.38;71600;96271.54;;
17/11/1995;177517.97;176314.11;188443.55;30505.33;409540.14;52266.52;64358.25;71704.41;96548.84;;
20/11/1995;177008.1;175399.33;188226.3;30501.38;409627.08;52277.53;64330.85;71547.62;96064.64;;
21/11/1995;178893.65;176818.7;191339.7;30501.38;409714.21;52259.65;64387.76;71391.44;95583.03;;
22/11/1995;179480.91;176270.1;192574.14;30347.41;409801.36;52251.47;64360.34;71322.25;95354.78;;
24/11/1995;180026.87;176728.63;193203.03;30276.35;409887.87;52281.84;64459.48;71599.74;96134.61;;
27/11/1995;179955.68;176775;192715.36;30367.15;409974.73;52321.83;64601.07;71791.36;96665.87;;
28/11/1995;180684.53;178652.27;193050.33;30706.67;410062.09;52342.5;64615.76;71721.43;96434.79;;
29/11/1995;180227.86;178836.04;191694.19;30675.09;410148.98;52382.48;64757.7;71913.47;96967.73;;
30/11/1995;178567.11;178424.82;188800;30619.82;410235.57;52451.45;65156.13;72636.38;99058.16;;
